PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	van den Beukel, Sven; Goos, Simon H.; Treur, Jan								An adaptive temporal-causal network model for social networks based on the homophily and more-becomes-more principle								NEUROCOMPUTING				338				361	371		10.1016/j.neucom.2018.06.091					APR 21 2019	2019	This study describes the use of adaptive temporal-causal networks to model and simulate the development of mutually interacting opinion states and connections between individuals in social networks. The focus is on adaptive networks combining the homophily principle with the more becomes more principle. The model has been used to analyse a data set concerning opinions about the use of alcohol and tobacco, and friendship relations. The achieved results provide insights in the potential of the approach. (C) 2019 The Author(s). Published by Elsevier B.V.									0	0	0	0	0	0			0925-2312	1872-8286		WOS:000461166200031		
J	Han, Yicheol; Goetz, Stephan J.								Predicting US county economic resilience from industry input-output accounts								APPLIED ECONOMICS				51	19			2019	2028		10.1080/00036846.2018.1539806					APR 21 2019	2019	Resilience is defined as a system's ability to initially resist and then recover from a shock. Here we apply this concept to examine the performance of U.S. counties during the Great Recession. The response of local economies to manmade and natural shocks is hypothesized to depend on the centrality of local industries within the economy, or how well connected they are to the other industries. We first calculate a centrality value for each industry using the national Input-Output accounts. We then 'step down' these values to the county level using industry employment data. We then test empirically whether local economies containing more centralized industries were more resilient, using a resilience measure that compares the local employment rebound and decline during the Great Recession. Our results suggest that measures of economic centrality adopted from the study of complex networks provide new insights when applied to the fields of regional science and spatial analysis, and economic growth more generally.									0	0	0	0	0	0			0003-6846	1466-4283		WOS:000457408000002		
J	Newman, M. E. J.; Zhang, Xiao; Nadakuditi, Raj Rao								Spectra of random networks with arbitrary degrees								PHYSICAL REVIEW E				99	4					042309	10.1103/PhysRevE.99.042309					APR 18 2019	2019	We derive a message-passing method for computing the spectra of locally treelike networks and an approximation to it that allows us to compute closed-form expressions or fast numerical approximates for the spectral density of random graphs with arbitrary node degrees-the so-called configuration model. We find that the latter approximation works well for all but the sparsest of networks. We also derive bounds on the position of the band edges of the spectrum, which are important for identifying structural phase transitions in networks.									0	0	0	0	0	0			2470-0045	2470-0053		WOS:000465178200005	31108596	
J	Maciel Cardoso, Felipe; Meloni, Sandro; Santanche, Andre; Moreno, Yamir								Topical Alignment in Online Social Systems								FRONTIERS IN PHYSICS				7						58	10.3389/fphy.2019.00058					APR 17 2019	2019	Understanding the dynamics of social interactions is crucial to comprehend human behavior. The emergence of online social media has enabled access to data regarding people relationships at a large scale. Twitter, specifically, is an information oriented network, with users sharing and consuming information. In this work, we study whether users tend to be in contact with people interested in similar topics, i.e., if they are topically aligned. To do so, we propose an approach based on the use of hashtags to extract information topics from Twitter messages and model users' interests. Our results show that, on average, users are connected with other users similar to them. Furthermore, we show that topical alignment provides interesting information that can eventually allow inferring users' connectivity. Our work, besides providing a way to assess the topical similarity of users, quantifies topical alignment among individuals, contributing to a better understanding of how complex social systems are structured.									0	0	0	0	0	0			2296-424X			WOS:000465043000001		
J	Fan, Huawei; Wang, Yafeng; Yang, Kai; Wang, Xingang				Wang, Xingang/G-1746-2014	Wang, Xingang/0000-0002-6851-0109			Enhancing network synchronizability by strengthening a single node								PHYSICAL REVIEW E				99	4					042305	10.1103/PhysRevE.99.042305					APR 16 2019	2019	In improving the stability of complex dynamical systems, an outstanding problem is how to achieve the desired performance at a low cost. For engineering and biological complex systems whose performance and functionality rely on the synchronous motion of their units, an important question related to the performance-cost-balance problem is how to improve efficiently the system synchronizability when a small amount of additional coupling resource is available. Here, employing a complex network of coupled chaotic oscillators as the model, we address this question by introducing a small amount of coupling intensity to only a single oscillator and investigate how the improvement of the network synchronizability is dependent on the location of the target oscillator. Theoretical analysis shows that, to achieve the maximum network synchronizability, the target oscillator to be strengthened should be chosen according to the eigenvector of the most unstable mode. Based on the theoretical finding, we further propose a single-node-based scheme for improving synchronization: the eigenvector-centrality-based strengthening scheme. We describe in detail how to apply this scheme under different synchronization scenarios and justify its efficiency in various network models by numerical simulations. The performance of the new scheme is compared with the conventional ones based on betweenness, closeness, and degree centralities, and it is shown that the new scheme has a clear advantage over the conventional ones. Furthermore, by a brute-force search of the target oscillator over the network, it is verified numerically that the oscillator identified by the new scheme indeed gives the best synchronization performance.									0	0	0	0	0	0			2470-0045	2470-0053		WOS:000464750500003	31108592	
J	Cao, Jinzhou; Li, Qingquan; Tu, Wei; Wang, Feilong				TU, Wei/H-4073-2014	TU, Wei/0000-0002-0255-4037; Cao, Jinzhou/0000-0001-6201-3251			Characterizing preferred motif choices and distance impacts								PLOS ONE				14	4					e0215242	10.1371/journal.pone.0215242					APR 16 2019	2019	People's daily travels are structured and can be expressed as networks. Few studies explore how people organize their daily travels and which behavioral principles result in the choices of specific network types. In this study, we first reconstruct location networks and activity networks for numerous individuals from high-resolution mobile phone positioning data and define frequent networks as motifs. The results suggest that 99.9% of people's travels can be characterized by a limited set of location-based motifs and activity-based motifs. The results further reveal that the least effort principle governs the preferred motif choices through quantifying the rank-frequency properties. The scaling properties of distance characteristically impact motifs, and their scaling differences by node numbers and motif types coincide with the popularities of motifs, verifying the self-adaptions in motif choices; that is, although individuals travel with unique propensities, they always tend to choose the motif with the lowest consumption that satisfies their demand.									0	0	0	0	0	0			1932-6203			WOS:000464696100027	30990848	
J	Zhang, Huixin; Zhang, Weidong; Gao, Jianxi				gao, jianxi/I-1300-2013	gao, jianxi/0000-0002-3952-208X			Synchronization of interconnected heterogeneous networks: The role of network sizes								SCIENTIFIC REPORTS				9						6154	10.1038/s41598-019-42636-6					APR 16 2019	2019	Increasing evidence shows that real networks interact with each other, forming a network of networks (NONs). Synchronization, a ubiquitous process in natural and engineering systems, has fascinatingly gained rising attentions in the context of NONs. Despite efforts to study the synchronization of NONs, it is still a challenge to understand how do the network sizes affect the synchronization and its phase diagram of NONs coupled with nonlinear dynamics. Here, we model such NONs as star-like motifs to analytically derive the critical values of both the internal and the external coupling strengths, at which a phase transition from synchronization to incoherence occurs. Our results show that the critical values strongly depend on the network sizes. Reducing the difference between network sizes will enhance the synchronization of the whole system, which indicates the irrationality of previous studies that assume the network sizes to be the same. The optimal connection strategy also changes as the network sizes change, a discovery contradicting to the previous conclusion that connecting the high-degree nodes of each network is always the most effective strategy to achieve synchronization unchangeably. This finding emphasizes the crucial role of network sizes which has been neglected in the previous studies and could contribute to the design of a global synchronized system.									0	0	0	0	0	0			2045-2322			WOS:000464652400025	30992507	
J	Zhang, Rui; Wang, Xiaomeng; Cheng, Ming; Jia, Tao								The evolution of network controllability in growing networks								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				520				257	266		10.1016/j.physa.2019.01.042					APR 15 2019	2019	The study of network structural controllability focuses on the minimum number of driver nodes needed to control a whole network. Despite intensive studies on this topic, most of them consider static networks only. It is well-known, however, that real networks are growing, with new nodes and links added to the system. Here, we analyze controllability of evolving networks and propose a general rule for the change of driver nodes. We further apply the rule to solve the problem of network augmentation subject to the controllability constraint. The findings strengthen our understandings of network controllability and shed light on controllability of real systems. (C) 2019 Published by Elsevier B.V.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000464301200023		
J	Sun, Bingbin; Yao, Jialing; Xi, Lifeng								Eigentime identities of fractal sailboat networks								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				520				338	349		10.1016/j.physa.2019.01.047					APR 15 2019	2019	The eigentime identity of complex network is the expected time for a walker going from a node to another node. In this paper, we investigate a class of self-similar networks named sailboat networks. Using characteristic polynomials of normalized Laplacian and recurrent structure of Markov spectrum, we calculate eigentime identities of sailboat networks. (C) 2019 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000464301200030		
J	Chen, Tingqiang; Wang, Jiepeng; Liu, Haifei; He, Yuanping								Contagion model on counterparty credit risk in the CRT market by considering the heterogeneity of counterparties and preferential-random mixing attachment								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				520				458	480		10.1016/j.physa.2019.01.018					APR 15 2019	2019	This article constructs a SIRS model on counterparty credit risk contagion in the CRT market by considering the characteristics of preferential-random mixing attachment and heterogeneity of counterparties. It theoretically analyzes the effects, mechanisms, and evolution characteristics of the structure of counterparty credit network and its heterogeneity, counterparty behavior preference, fitness of counterparties, and regulatory rescue strategy on counterparty credit risk contagion in the CRT market. With the help of computer numerical simulation, the evolution of counterparty credit risk contagion in the CRT market are intuitively analyzed and depicted. The following main conclusions are obtained: (1) Counterparty credit risk contagion threshold in the CRT market is a monotone decreasing convex function on the counterparty risk preference and counterparty fitness and a monotone increasing convex function on the supervision and rescue probability (2) Counterparty credit risk contagion scale in the CRT market is a monotone decreasing concave function on the counterparty risk preference and counterparty fitness, a monotone decreasing convex function on the supervision and rescue probability, and a monotone increasing concave function on the counterparty degree. (3)The greater the heterogeneity of the network, the greater the counterparty credit risk contagion threshold and the lower the counterparty credit risk contagion scale. (4)The degree distribution of counterparty credit network in the CRT market significantly affects the credit risk contagion threshold and scale in the CRT market. (C) 2019 Elsevier B.V. All rights reserved.									1	0	0	1	0	1			0378-4371	1873-2119		WOS:000464301200039		
J	Kong, Xiangjie; Shi, Yajie; Yu, Shuo; Liu, Jiaying; Xia, Feng								Academic social networks: Modeling, analysis, mining and applications								JOURNAL OF NETWORK AND COMPUTER APPLICATIONS				132				86	103		10.1016/j.jnca.2019.01.029					APR 15 2019	2019	In the fast-growing scholarly big data background, social network technologies have recently aroused widespread attention in academia and industry. The concept of academic social networks is created precisely in the context of scholarly big data, which refers to the complicated academic network formed by academic entities and their relationships. There are a wealth of scholarly big data processing methods to analyze the rich structural types and related information about academic social networks. Nowadays, various academic data can be easily obtained, which makes it easier for us to analyze and study academic social networks. This study investigates the background, the current status, and trends of academic social networks. We first elaborate on the concept of academic social networks and related research background. Secondly, we analyze models based on nodes' types and timeliness. Thirdly, we review analytical methods, including relevant metrics, network properties, and available academic analysis tools. Furthermore, we sort out some key mining technologies for academic social networks. Finally, we systematically review representative research tasks in this domain from three levels: actor, relationship, and network. In addition, some academic social networking sites are presented. This survey concludes with the current challenges and open issues.									0	0	0	0	0	0			1084-8045			WOS:000462801100007		
J	Janwa, Heeralal; Massey, Steven E.; Velev, Julian; Mishra, Bud								On the Origin of Biomolecular Networks								FRONTIERS IN GENETICS				10						240	10.3389/fgene.2019.00240					APR 10 2019	2019	Biomolecular networks have already found great utility in characterizing complex biological systems arising from pairwise interactions amongst biomolecules. Here, we explore the important and hitherto neglected role of information asymmetry in the genesis and evolution of such pairwise biomolecular interactions. Information asymmetry between sender and receiver genes is identified as a key feature distinguishing early biochemical reactions from abiotic chemistry, and a driver of network topology as biomolecular systems become more complex. In this context, we review how graph theoretical approaches can be applied not only for a better understanding of various proximate (mechanistic) relations, but also, ultimate (evolutionary) structures encoded in such networks from among all types of variations they induce. Among many possible variations, we emphasize particularly the essential role of gene duplication in terms of signaling game theory, whereby sender and receiver gene players accrue benefit from gene duplication, leading to a preferential attachment mode of network growth. The study of the resulting dynamics suggests many mathematical/computational problems, the majority of which are intractable yet yield to efficient approximation algorithms, when studied through an algebraic graph theoretic lens. We relegate for future work the role of other possible generalizations, additionally involving horizontal gene transfer, sexual recombination, endo-symbiosis, etc., which enrich the underlying graph theory even further.									0	0	0	0	0	0			1664-8021			WOS:000464462800001	31024611	
J	Pagel, Mark; Beaumont, Mark; Meade, Andrew; Verkerk, Annemarie; Calude, Andreea					Beaumont, Mark/0000-0002-8773-2743			Dominant words rise to the top by positive frequency-dependent selection								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				116	15			7397	7402		10.1073/pnas.1816994116					APR 9 2019	2019	A puzzle of language is how speakers come to use the same words for particular meanings, given that there are often many competing alternatives (e.g., "sofa," "couch," "settee"), and there is seldom a necessary connection between a word and its meaning. The well-known process of random drift-roughly corresponding in this context to "say what you hear" -can cause the frequencies of alternative words to fluctuate over time, and it is even possible for one of the words to replace all others, without any form of selection being involved. However, is drift alone an adequate explanation of a shared vocabulary? Darwin thought not. Here, we apply models of neutral drift, directional selection, and positive frequency-dependent selection to explain over 417,000 word-use choices for 418 meanings in two natural populations of speakers. We find that neutral drift does not in general explain word use. Instead, some form of selection governs word choice in over 91% of the meanings we studied. In cases where one word dominates all others for a particular meaning-such as is typical of the words in the core lexicon of a language-word choice is guided by positive frequency-dependent selection-a bias that makes speakers disproportionately likely to use the words that most others use. This bias grants an increasing advantage to the common form as it becomes more popular and provides a mechanism to explain how a shared vocabulary can spontaneously self-organize and then be maintained for centuries or even millennia, despite new words continually entering the lexicon.									0	0	0	0	0	0			0027-8424			WOS:000463936900038	30898886	
J	Brooks, Matthew D.; Cirrone, Jacopo; Pasquino, Angelo V.; Alvarez, Jose M.; Swift, Joseph; Mittal, Shipra; Juang, Che-Lun; Varala, Kranthi; Gutierrez, Rodrigo A.; Krouk, Gabriel; Shasha, Dennis; Coruzzi, Gloria M.				; Gutierrez, Rodrigo/C-2611-2008	Juang, Che-Lun/0000-0002-4788-4152; Krouk, Gabriel/0000-0003-3693-6735; Gutierrez, Rodrigo/0000-0002-5961-5005			Network Walking charts transcriptional dynamics of nitrogen signaling by integrating validated and predicted genome-wide interactions								NATURE COMMUNICATIONS				10						1569	10.1038/s41467-019-09522-1					APR 5 2019	2019	Charting a temporal path in gene networks requires linking early transcription factor (TF)-triggered events to downstream effects. We scale-up a cell-based TF-perturbation assay to identify direct regulated targets of 33 nitrogen (N)-early response TFs encompassing 88% of N-responsive Arabidopsis genes. We uncover a duality where each TF is an inducer and repressor, and in vitro cis-motifs are typically specific to regulation directionality. Validated TF-targets (71,836) are used to refine precision of a time-inferred root network, connecting 145 N-responsive TFs and 311 targets. These data are used to chart network paths from direct TF1-regulated targets identified in cells to indirect targets responding only in planta via Network Walking. We uncover network paths from TGA1 and CRF4 to direct TF2 targets, which in turn regulate 76% and 87% of TF1 indirect targets in planta, respectively. These results have implications for N-use and the approach can reveal temporal networks for any biological system.									0	0	0	0	0	0			2041-1723			WOS:000463472200014	30952851	
J	Rappoport, Dmitrij								Reaction Networks and the Metric Structure of Chemical Space(s)								JOURNAL OF PHYSICAL CHEMISTRY A				123	13			2610	2620		10.1021/acs.jpca.9b00519					APR 4 2019	2019	In this paper, we develop a formal definition of chemical space as a discrete metric space of molecules and analyze its properties. To this end, we utilize the shortest path metric on reaction networks to define a distance function between molecules of the same stoichiometry (number of atoms). The distance between molecules with different stoichiometries is formalized by making use of the partial ordering of stoichiometries with respect to inclusion. Calculations of fractal dimension on metric spaces for individual stoichiometries show that they have low intrinsic dimensionality, about an order of magnitude less than the dimension of the underlying reactive potential energy surface. Our findings suggest that efficient search strategies on chemical space can be designed that take advantage of its metric structure.									0	0	0	0	0	0			1089-5639			WOS:000463844300013	30848894	
J	Platt, Edward L.; Romero, Daniel M.								Towards attack tolerant networks: Concurrent multipath routing and the butterfly network								PLOS ONE				14	4					e0214292	10.1371/journal.pone.0214292					APR 3 2019	2019	It is crucial for large-scale communication networks such as the internet to be resilient against attacks such as censorship and surveillance, which pose a threat to free expression and free association. Self-organized networks such as the internet's router network typically have heavy-tailed degree distributions, making them highly vulnerable to targeted attacks against central nodes. While cryptographic solutions exist, they fail to address the underlying topological problem, and remain vulnerable to man-in-the-middle attacks and coercion. Coercion-resistant, topological approaches to attack tolerance are needed to address the current vulnerability of communications infrastructure to censorship and surveillance. We present a novel concurrent multipath routing (CMR) algorithm for the wraparound butterfly network topology, as well as a highly attack-tolerant Structured Multipath Fault Tolerance (SMFT) architecture which incorporates the butterfly CMR algorithm. We also identify a previously unexplored relationship between network topology, trust transitivity, and attack-tolerance, and provide a framework for further exploration of this relationship. Our work is the first theoretical demonstration of a point-to-point communication network architecture that can resist coercion and other non-technical attacks, without requiring infinitely transitive trust. To address cases where the network structure cannot be fully controlled, we demonstrate how a snapshot of the internet's router network can be partially rewired for greater attack-tolerance. More broadly, we hope that this work will serve as a starting point for the evelopment of additional topology-based attack-tolerant communication architectures to guard against the dangers of censorship and surveillance.									0	0	0	0	0	0			1932-6203			WOS:000463194300033	30943216	
J	Wei, Sheng; Xu, Jiangang; Ma, Haitao								Exploring public bicycle network structure based on complex network theory and shortest path analysis: the public bicycle system in Yixing, China								TRANSPORTATION PLANNING AND TECHNOLOGY				42	3			293	307		10.1080/03081060.2019.1576385					APR 3 2019	2019	A well-functioning public bicycle system relates not only to its mode of operation, vehicle allocation, rental station layout and vehicle leasing configuration, but also the bicycle network structure and its formation. However, the latter aspects have been widely overlooked in China. Here, we help to further attract more researchers to conduct relevant studies and make suggestions for the development of public bicycle transport in many small and medium-sized cities across the world. We demonstrate how to explore the public bicycle network structure of a county-level Chinese city - Yixing - known for its clay ware and tourism. We show that complex network theory and shortest path analysis technology are useful in characterizing the public bicycle network structure, in aspects such as network topology, the spatial distribution of sub-networks and traffic flows. Finally, the paper proposes relevant urban planning strategies.									0	0	0	0	0	0			0308-1060	1029-0354		WOS:000460165500006		
J	Loppini, Alessandro; Filippi, Simonetta; Stanley, H. Eugene								Critical transitions in heterogeneous networks: Loss of low-degree nodes as an early warning signal								PHYSICAL REVIEW E				99	4					040301	10.1103/PhysRevE.99.040301					APR 2 2019	2019	A large number of real networks show abrupt phase transition phenomena in response to environmental changes. In this case, cascading phenomena can induce drastic and discontinuous changes in the system state and lead to collapse. Although complex network theory has been used to investigate these drastic events, we are still unable to predict them effectively. We here analyze collapse phenomena by proposing a minimal two-state dynamic on a complex network and introducing the effect of local connectivities on the evolution of network nodes. We find that a heterogeneous system of interconnected components presents a mixed response to stress and can serve as a control indicator. In particular, before the critical transition point is reached a severe loss of low-degree nodes is observed, masked by the minimal failure of higher-degree nodes. Accordingly, we suggest that a significant reduction in less connected nodes can indicate impending global failure.									0	0	0	0	0	0			2470-0045	2470-0053		WOS:000463895900001	31108675	
J	Ren, Xiao-Long; Gleinig, Niels; Helbing, Dirk; Antulov-Fantulin, Nino								Generalized network dismantling								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				116	14			6554	6559		10.1073/pnas.1806108116					APR 2 2019	2019	Finding an optimal subset of nodes in a network that is able to efficiently disrupt the functioning of a corrupt or criminal organization or contain an epidemic or the spread of misinformation is a highly relevant problem of network science. In this paper, we address the generalized network-dismantling problem, which aims at finding a set of nodes whose removal from the network results in the fragmentation of the network into subcritical network components at minimal overall cost. Compared with previous formulations, we allow the costs of node removals to take arbitrary nonnegative real values, which may depend on topological properties such as node centrality or on nontopological features such as the price or protection level of a node. Interestingly, we show that nonunit costs imply a significantly different dismantling strategy. To solve this optimization problem, we propose a method which is based on the spectral properties of a node-weighted Laplacian operator and combine it with a finetuning mechanism related to the weighted vertex cover problem. The proposed method is applicable to large-scale networks with millions of nodes. It outperforms current state-of-the-art methods and opens more directions for understanding the vulnerability and robustness of complex systems.									0	0	0	0	0	0			0027-8424			WOS:000463069900014	30877241	
J	Tsiotas, Dimitrios					Tsiotas, Dimitrios/0000-0003-3510-8823			Detecting different topologies immanent in scale-free networks with the same degree distribution								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				116	14			6701	6706		10.1073/pnas.1816842116					APR 2 2019	2019	The scale-free (SF) property is a major concept in complex networks, and it is based on the definition that an SF network has a degree distribution that follows a power-law (PL) pattern. This paper highlights that not all networks with a PL degree distribution arise through a Barabasi-Albert (BA) preferential attachment growth process, a fact that, although evident from the literature, is often overlooked by many researchers. For this purpose, it is demonstrated, with simulations, that established measures of network topology do not suffice to distinguish between BA networks and other (random-like and latticelike) SF networks with the same degree distribution. Additionally, it is examined whether an existing self-similarity metric proposed for the definition of the SF property is also capable of distinguishing different SF topologies with the same degree distribution. To contribute to this discrimination, this paper introduces a spectral metric, which is shown to be more capable of distinguishing between different SF topologies with the same degree distribution, in comparison with the existing metrics.									0	0	0	0	0	0			0027-8424			WOS:000463069900037	30877255	
J	Jalan, Sarika; Kumar, Anil; Leyva, Inmaculada				Leyva, I./M-1820-2013	Leyva, I./0000-0001-9634-5385			Explosive synchronization in frequency displaced multiplex networks								CHAOS				29	4					041102	10.1063/1.5092226					APR 2019	2019	Motivated by the recent multiplex framework of complex networks, in this work, we investigate if explosive synchronization can be induced in the multiplex network of two layers. Using nonidentical Kuramoto oscillators, we show that a sufficient frequency mismatch between two layers of a multiplex network can lead to explosive inter-and intralayer synchronization due to mutual frustration in the completion of the synchronization processes of the layers, generating a hybrid transition without imposing any specific structure-dynamics correlation. Published under license by AIP Publishing.									0	0	0	0	0	0			1054-1500	1089-7682		WOS:000466616500002	31042936	
J	Polhill, J. Gareth; Ge, Jiaqi; Hare, Matthew P.; Matthews, Keith B.; Gimona, Alessandro; Salt, Douglas; Yeluripati, Jagadeesh								Crossing the chasm: a "tube-map' for agent-based social simulation of policy scenarios in spatially-distributed systems								GEOINFORMATICA				23	2	SI		169	199		10.1007/s10707-018-00340-z					APR 2019	2019	Agent based models (ABMs) simulate actions and interactions of autonomous agents/groups and their effect on systems as a whole, accounting for learning without assuming perfect rationality or complete knowledge. ABMs are an increasingly popular approach to studying complex, spatially distributed socio-environmental systems, but have still to become an established approach in the sense of being one that is expected by those wanting to explore scenarios in such systems. Partly, this is an issue of awareness - ABM is still new enough that many people have not heard of it; partly, it is an issue of confidence - ABM has more to do to prove itself if it is to become a preferred method. This paper will identify advances in the craft and deployment of ABM needed if ABM is to become an accepted part of mainstream science for policy or stakeholders. The conduct of ABM has, over the last decade, seen a transition from using abstracted representations of systems (supporting theory-led thought experiments) to more accessible representations derived empirically (to deliver more applied analysis). This has enhanced the perception of potential users of ABM outputs that the latter are salient and credible. Empirical ABM is not, however, a panacea, as it demands more computing and data resources, limiting applications to domains where data exist along with suitable environmental models where these are required. Further, empirical ABM is still facing serious questions of validation and the ontology used to describe the system in the first place. Using Geoffrey A. Moore's Crossing the Chasm as a lens, we argue that the way ahead for ABM lies in identifying the niches in which it can best demonstrate its advantages, working with collaborators to demonstrate that it can deliver on its promises. This leads us to identify several areas where work is needed.									0	0	0	0	0	0			1384-6175	1573-7624		WOS:000468331900002		
J	Crabtree, Stefani A.; Bird, Douglas W.; Bird, Rebecca Bliege								Subsistence Transitions and the Simplification of Ecological Networks in the Western Desert of Australia								HUMAN ECOLOGY				47	2			165	177		10.1007/s10745-019-0053-z					APR 2019	2019	The Australian desert ecosystem coevolved with humans over the course of fifty millennia, yet our understanding of the place of humans within the ecosystem is only now beginning to deepen; recent research suggests that the removal of Aboriginal people from homelands precipitated rapid ecosystem remodeling. We suggest that network-based approaches are instrumental in broadening our understanding of humans in ecosystems, so apply these approaches to examine nomadic-era ecosystems (when Aboriginal people lived exclusive foraging-based lifeways) and contemporary-era ecosystems (when Aboriginal people live a mixed-based economy lifestyle). Using the approach of food web modeling we explicitly place Martu Aboriginal foragers within the overall ecosystem of the Western Desert. By linking humans to the other biota in the desert, examining each species as nodes in a network and each consumption link as edges in the network, we can better understand the ways the network connectedness shifts between nomadic-era and contemporary-era food webs. Using network randomization simulations we show that the contemporary food webs deviate significantly from the nomadic era food webs, suggesting a key role of humans as knitters of the ecosystem. This work has implications for research on resilient ecosystems, both within Australia and beyond, and suggests that humans have significant roles to play in sustainability and resilience.									0	0	0	0	0	0			0300-7839	1572-9915		WOS:000468110800002		
J	Wu, Yulin; Cai, Wentong; Li, Zengxiang; Tan, Wen Jun; Hou, Xiangting								Efficient Parallel Simulation over Large-scale Social Contact Networks								ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION				29	2	SI				10	10.1145/3265749					APR 2019	2019	Social contact network (SCN) models the daily contacts between people in real life. It consists of agents and locations. When agents visit a location at the same time, the social interactions can be established among them. Simulations over SCN have been employed to study social dynamics such as disease spread among population. Because of the scale of SCN and the execution time requirement, the simulations are usually run in parallel. However, a challenge to the parallel simulation is that the structure of SCN is naturally skewed with a few hub locations that have far more visitors than others. These hub locations can cause load imbalance and heavy communication between partitions, which therefore impact the simulation performance. This article proposes a comprehensive solution to address this challenge. First, the hub locations are decomposed into small locations, so that SCN can be divided into partitions with better balanced workloads. Second, the agents are decomposed to exploit data locality, so that the overall communication across partitions can be greatly reduced. Third, two enhanced execution mechanisms are designed for locations and agents, respectively, to improve simulation parallelism. To evaluate the efficiency of the proposed solution, an epidemic simulation was developed and extensive experiments were conducted on two computer clusters using three SCN datasets with different scales. The results demonstrate that our approach can significantly improve the execution performance of the simulation.									0	0	0	0	0	0			1049-3301	1558-1195		WOS:000468031300003		
J	Jia, Guo-Ling; Ma, Rong-Guo; Hu, Zhi-Hua								Urban Transit Network Properties Evaluation and Optimization Based on Complex Network Theory								SUSTAINABILITY				11	7					2007	10.3390/su11072007					APR 1 2019	2019	Urban public transportation contributes greatly to sustainable urban development. An urban public transportation network is a complex system. It is meaningful for theory and practice to analyze the topological structure of an urban public transportation network and explore the spatial structure of an urban transportation network so as to mitigate and prevent traffic congestion and achieve sustainability. By examining the Xi'an bus network, the degree distribution, average path length, aggregation coefficient, and betweenness centrality of the bus station network were computed using models in complex network theory. The results show that the node degrees of the Xi'an bus network are unevenly distributed and present a polarization diagram with long average path length and high aggregation. A model based on betweenness and its solution method was developed to improve the public transportation network's sustainability and discuss the possibility of optimizing the sustainability by network analyzing methods.									0	0	0	0	0	0			2071-1050			WOS:000466551600184		
J	Nan, Lu; Liu, Tianqi; He, Chuan								Identification of transmission sections based on power grid partitioning								INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS				29	4					e2793	10.1002/etep.2793					APR 2019	2019	With the expansion of the power grid, the operation of power system becomes more and more complicated. Key transmission sections play an important role in the power grid, which can be considered as crucial monitoring subjects to improve the efficiency of security analysis and stability control. This paper proposes an identification method for transmission sections based on the results of the power grid partitioning, which lays the foundation for real-time monitoring and analysis of the power grid. First, key-line indicators are used to obtain important transmission lines in the power grid, which are further used to partition the power grid. The transmission lines between the subareas are obtained as tie lines. Second, the Karger method is applied to find the cut sets of the power grid, representing initial transmission sections. Finally, transmission sections are identified through screening and modification of active power flow direction. Numerical results of the 39-bus New England system and the IEEE 118-bus system show the effectiveness of the proposed method.									0	0	0	0	0	0			2050-7038			WOS:000467882000021		
J	Koprulu, Irem; Kim, Yoora; Shroff, Ness B.					Kim, Yoora/0000-0002-5992-0130			Battle of Opinions Over Evolving Social Networks								IEEE-ACM TRANSACTIONS ON NETWORKING				27	2			532	545		10.1109/TNET.2019.2894324					APR 2019	2019	Social networking environments provide major platforms for the discussion and formation of opinions in diverse areas, including, but not limited to, political discourse, market trends, news, and social movements. Often, these opinions are of a competing nature, e.g., radical vs. peaceful ideologies, correct information vs. misinformation, and one technology vs. another. We study the battles of such competing opinions over evolving social networks. The novelty of our model is that it captures the exposure and adoption dynamics of opinions that account for the preferential and random nature of exposure as well as the persuasion power and persistence of different opinions. We provide a complete characterization of the mean opinion dynamics over time as a function of the initial adoption, as well as the particular exposure, adoption, and persistence dynamics. Our analysis, supported by case studies, reveals the key metrics that govern the spread of opinions and establishes the means to engineer the desired impact of an opinion in the presence of other competing opinions.									0	0	0	0	0	0			1063-6692	1558-2566		WOS:000465307500006		
