PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Zhou, Li-xin; Lin, Jie; Wang, Yu-qing; Li, Yan-feng; Miao, Run-sheng								Critical phenomena of spreading dynamics on complex networks with diverse activity of nodes								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				509				439	447		10.1016/j.physa.2018.06.046					NOV 1 2018	2018	In this paper, we propose a new model to investigate the spreading dynamic and critical phenomena on complex networks based on SIR model. Different from previous studies, we combine the effects of activity rate and infected rate on spreading process. Network nodes become active according to different probability correlated with its degree. Active infected nodes can interact all active susceptible neighbors, meanwhile, recover at a certain probability. By means of the mean-field equations, we find the basic reproductive number and critical threshold of spreading dynamic can be explained by the eigenvalues and eigenvectors of the correlation matrix. Furthermore, we utilize analytical and numerical simulations to explore the critical phenomenon and spreading dynamics of homogeneous and heterogeneous networks respectively. Our results indicate that both homogeneous networks and heterogeneous networks of the model exhibit a critical threshold consists of critical activity rate and infection rate in the spreading dynamic. The critical threshold of infection rate is increased by node activity, and node activity also shows a critical phenomenon given certain infection rate. Results validate that our model is a feasible and economical method to control spreading dynamics and promote further application of innovation diffusion, viral marketing in reality. (C) 2018 Published by Elsevier B.V.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000441492100035		
J	Cencetti, Giulia; Clusella, Pau; Fanelli, Duccio								Pattern invariance for reaction-diffusion systems on complex networks								SCIENTIFIC REPORTS				8						16226	10.1038/s41598-018-34372-0					NOV 1 2018	2018	Given a reaction-diffusion system interacting via a complex network, we propose two different techniques to modify the network topology while preserving its dynamical behaviour. In the region of parameters where the homogeneous solution gets spontaneously destabilized, perturbations grow along the unstable directions made available across the networks of connections, yielding irregular spatio-temporal patterns. We exploit the spectral properties of the Laplacian operator associated to the graph in order to modify its topology, while preserving the unstable manifold of the underlying equilibrium. The new network is isodynamic to the former, meaning that it reproduces the dynamical response (pattern) to a perturbation, as displayed by the original system. The first method acts directly on the eigenmodes, thus resulting in a general redistribution of link weights which, in some cases, can completely change the structure of the original network. The second method uses localization properties of the eigenvectors to identify and randomize a subnetwork that is mostly embedded only into the stable manifold. We test both techniques on different network topologies using the Ginzburg-Landau system as a reference model. Whereas the correlation between patterns on isodynamic networks generated via the first recipe is larger, the second method allows for a finer control at the level of single nodes. This work opens up a new perspective on the multiple possibilities for identifying the family of discrete supports that instigate equivalent dynamical responses on a multispecies reaction-diffusion system.									0	0	0	0	0	0			2045-2322			WOS:000448950500078	30385860	
J	Menolascino, Delsin; Ching, ShiNung								Information spectra and optimal background states for dynamical networks								SCIENTIFIC REPORTS				8						16181	10.1038/s41598-018-34528-y					NOV 1 2018	2018	We consider the notion of stimulus representation over dynamic networks, wherein the network states encode information about the identify of an afferent input (i.e. stimulus). Our goal is to understand how the structure and temporal dynamics of networks support information processing. In particular, we conduct a theoretical study to reveal how the background or 'default' state of a network with linear dynamics allows it to best promote discrimination over a continuum of stimuli. Our principal contribution is the derivation of a matrix whose spectrum (eigenvalues) quantify the extent to which the state of a network encodes its inputs. This measure, based on the notion of a Fisher linear discriminant, is relativistic in the sense that it provides an information value quantifying the 'knowablility' of an input based on its projection onto the background state. We subsequently optimize the background state and highlight its relationship to underlying state noise covariance. This result demonstrates how the best idle state of a network may be informed by its structure and dynamics. Further, we relate the proposed information spectrum to the controllabilty gramian matrix, establishing a link between fundamental control-theoretic network analysis and information processing.									0	0	0	0	0	0			2045-2322			WOS:000448950500033	30385795	
J	Laszka, Aron; Johnson, Benjamin; Grossklags, Jens								On the Assessment of Systematic Risk in Networked Systems								ACM TRANSACTIONS ON INTERNET TECHNOLOGY				18	4					48	10.1145/3166069					NOV 2018	2018	In a networked system, the risk of security compromises depends not only on each node's security but also on the topological structure formed by the connected individuals, businesses, and computer systems. Research in network security has been exploring this phenomenon for a long time, with a variety of modeling frameworks predicting how many nodes we should expect to lose, on average, for a given network topology, after certain types of incidents. Meanwhile, the pricing of insurance contracts for risks related to information technology (better known as cyber-insurance) requires determining additional information, for example, the maximum number of nodes we should expect to lose within a 99.5% confidence interval. Previous modeling research in network security has not addressed these types of questions, while research on cyber-insurance pricing for networked systems has not taken into account the network's topology. Our goal is to bridge that gap, by providing a mathematical basis for the assessment of systematic risk in networked systems.We define a loss-number distribution to be a probability distribution on the total number of compromised nodes within a network following the occurrence of a given incident, and we provide a number of modeling results that aim to be useful for cyber-insurers in this context. We prove NP-hardness for the general case of computing the loss-number distribution for an arbitrary network topology but obtain simplified computable formulas for the special cases of star topologies, ER-random topologies, and uniform topologies. We also provide a simulation algorithm that approximates the loss-number distribution for an arbitrary network topology and that appears to converge efficiently for many common classes of topologies.Scale-free network topologies have a degree distribution that follows a power law and are commonly found in real-world networks. We provide an example of a scale-free network in which a cyber-insurance pricing mechanism that relies naively on incidence reporting data will fail to accurately predict the true risk level of the entire system. We offer an alternative mechanism that yields an accurate forecast by taking into account the network topology, thus highlighting the lack/importance of topological data in security incident reporting. Our results constitute important steps toward the understanding of systematic risk and help to contribute to the emergence of a viable cyber-insurance market.									0	0	0	0	0	0			1533-5399	1557-6051		WOS:000457135300009		
J	Tanaka-Ishii, Kumiko; Kobayashi, Tatsuru								Taylor's law for linguistic sequences and random walk models								JOURNAL OF PHYSICS COMMUNICATIONS				2	11					UNSP 115024	10.1088/2399-6528/aaefb2					NOV 2018	2018	Taylor's law describes the fluctuation characteristics underlying a complex system in which the variance of an event within a time span grows by a power law with respect to the mean. Although Taylor's law has been applied in many natural and social systems, its application for language has been scarce. This article describes a new, natural way to apply Taylor analysis to texts. The method was applied to over 1100 texts across 14 languages and showed how the Taylor exponents of natural language written texts were consistently around 0.58, thus being universal. The exponents were also evaluated for other language-related data, such as speech corpora (0.63 for adult speech, 0.68 for child-directed speech), programming language sources (0.79), and music (0.79). The results show how the Taylor exponent serves to quantify the fundamental structural complexity underlying linguistic time series. To explain the nature of natural language sequences possessing such different degrees of fluctuation, we investigated various mathematical models that could produce a Taylor exponent similar to that of real data. While the majority of previous probabilistic sequential models could not produce a Taylor exponent larger than 0.50, the same as in the independent and identically distributed (i.i.d.) case, random walk sequences on complex networks could produce fluctuation. We show that among various possibilities, random walks on a Barabasi-Albert (BA) graph with small mean degree could fulfill the scaling properties of Zipf's law and the long-range correlation, in addition to having a Taylor's law exponent larger than 0.5, thus giving a new perspective to reconsider the nature of language.									0	0	0	0	0	0			2399-6528			WOS:000456498500028		
J	Juhasz, Sandor; Lengyel, Balazs								Creation and persistence of ties in cluster knowledge networks								JOURNAL OF ECONOMIC GEOGRAPHY				18	6			1203	1226		10.1093/jeg/lbx039					NOV 2018	2018	Knowledge networks are important to understand learning in industry clusters but surprisingly little is known about what drives the formation, persistence and dissolution of ties. Applying stochastic actor-oriented models on longitudinal relational data from a mature cluster in a medium-tech industry, we show that triadic closure and geographical proximity increase the probability of tie creation but does not influence tie persistence. Cognitive proximity is positively correlated to tie persistence but firms create ties to cognitively proximate firms only if they are loosely connected through common third partners. We propose a micro-perspective to understand how endogenous network effects, cognitive proximity of actors and their interplay influence the evolutionary process of network formation in clusters.									1	0	0	0	0	1			1468-2702	1468-2710		WOS:000456585500001		
J	Yang, Yang; Liu, Yuan; Fan, Ming								Online inter-provincial trade in China								INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT				16	4	SI		831	842		10.1007/s10257-017-0348-9					NOV 2018	2018	There is a large disparity in terms of per capital e-commerce consumption between more developed east coastal provinces and less developed inner provinces in China, which reflects the disparities in economic development and income between these regions. E-commerce could integrate China's domestic economy as it facilitates cross-region flow of goods, strengthens regional linkage, and becomes the channel through which economic growth in one region spills over to other regions. On the other hand, e-commerce could also make regions more divergent. With a reduced trading cost, regions with comparative advantages in certain industries could have even wider and farther reaches and enjoy increasing returns. In this study, we specifically examine the pattern of e-commerce activities in China over time. We find that the production and sales of agricultural and clothing products have become more concentrated over time. The trade pattern as measured by trade flows among different provinces is mixed. While the pattern is slightly more concentrated in B2C platform, the pattern is more diversified for C2C market. Our regression analysis indicates that GDPs in origin provinces positively affect the trade flows, but distances impede trade, consistent with the gravity model. Interestingly, GDPs of the destination provinces are not significant. Home market effect is also supported.									0	0	0	0	0	0			1617-9846	1617-9854		WOS:000452496800007		
J	Yang, M.; Wang, B.; Han, Y. -X.								Random walk on the activity-driven model with mutual selection								EPL				124	4					48004	10.1209/0295-5075/124/48004					NOV 2018	2018	Random walks are one of the most fundamental types of stochastic processes and have been applied in various domains, such as ranking systems and searching. In this paper, we investigate random walk process unfolding on a generalized version of the activity-driven modelling framework by considering mutual agreement. The model is characterized by a linking function that describes the probability of the existence of an edge, which depends mutually on the fitness of the vertices on both ends of that edge. We investigate two typical forms of linking functions and derive analytically exact expressions for the asymptotic behavior of random walks and the mean first-passage time for the two cases, respectively. We find that, compared with the activity-driven network model, mutual agreement has nontrivial effects on the properties of random walk processes. For the first case, when the fitness of the ends of a link is independent, we find that the capability of vertices to gather walkers is not only related to the vertices' activity, but also determined by their propensity of receiving connections. For the second case, when the creation of the link is determined by whether the sum of the two end points' fitness is larger than a threshold, we find that for vertices with activity larger than a given threshold, the stronger the activity is, the more walkers they will collect in the stationary state. Finally, we confirm our analytical prediction via large-scale numerical simulations performed by controlling flexible parameters. The results presented here contribute to the understanding of the evolution mechanism of the mutual selection network model and give us an insight into their effects on random walks processes. Copyright (C) EPLA, 2018									0	0	0	0	0	0			0295-5075	1286-4854		WOS:000453315500001		
J	Gao, Chao; Liang, Mingxin; Li, Xianghua; Zhang, Zili; Wang, Zhen; Zhou, Zhili								Network Community Detection Based on the Physarum-lnspired Computational Framework								IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS				15	6			1916	1928		10.1109/TCBB.2016.2638824					NOV-DEC 2018	2018	Community detection is a crucial and essential problem in the structure analytics of complex networks, which can help us understand and predict the characteristics and functions of complex networks. Many methods, ranging from the optimization-based algorithms to the heuristic-based algorithms, have been proposed for solving such a problem. Due to the inherent complexity of identifying network structure, how to design an effective algorithm with a higher accuracy and a lower computational cost still remains an open problem. Inspired by the computational capability and positive feedback mechanism in the wake of foraging process of Physarum, a kind of slime, a general Physarum-based computational framework for community detection is proposed in this paper. Based on the proposed framework, the inter-community edges can be identified from the intra-community edges in a network and the positive feedback of solving process in an algorithm can be further enhanced, which are used to improve the efficiency of original optimization-based and heuristic-based community detection algorithms, respectively. Some typical algorithms (e.g., genetic algorithm, ant colony optimization algorithm, and Markov clustering algorithm) and real-world datasets have been used to estimate the efficiency of our proposed computational framework. Experiments show that the algorithms optimized by Physarum-inspired computational framework perform better than the original ones, in terms of accuracy and computational cost.									3	0	0	0	0	3			1545-5963	1557-9964		WOS:000453563100018	27992347	
J	Lou-Magnuson, Matthew; Onnis, Luca								Social Network Limits Language Complexity								COGNITIVE SCIENCE				42	8			2790	2817		10.1111/cogs.12683					NOV 2018	2018	Natural languages vary widely in the degree to which they make use of nested compositional structure in their grammars. It has long been noted by linguists that the languages historically spoken in small communities develop much deeper levels of compositional embedding than those spoken by larger groups. Recently, this observation has been confirmed by a robust statistical analysis of the World Atlas of Language Structures. In order to examine this connection mechanistically, we propose an agent-based model that accounts for key cultural evolutionary features of language transfer and language change. We identify transitivity as a physical parameter of social networks critical for the evolution of compositional structure and the hierarchical patterning of scale-free distributions as inhibitory.									0	0	0	0	0	0			0364-0213	1551-6709		WOS:000453527500013	30264473	
J	Sagar, Vikram; Zhao, Yi; Sen, Abhijit					Sagar, Vikram/0000-0002-3402-0662			Effect of time varying transmission rates on the coupled dynamics of epidemic and awareness over a multiplex network								CHAOS				28	11					113125	10.1063/1.5042575					NOV 2018	2018	A non-linear stochastic model is presented to study the effect of time variation of transmission rates on the co-evolution of epidemics and its corresponding awareness over a two layered multiplex network. In the model, the infection transmission rate of a given node in the epidemic layer depends upon its awareness probability in the awareness layer. Similarly, the infection information transmission rate of a node in the awareness layer depends upon its infection probability in the epidemic layer. The spread of disease resulting from physical contacts is described in terms of a Susceptible Infected Susceptible process over the epidemic layer and the spread of information about the disease outbreak is described in terms of an Unaware Aware Unaware process over the virtual interaction mediated awareness layer. The time variation of the transmission rates and the resulting co-evolution of these mutually competing processes are studied in terms of a network topology dependent parameter (alpha). Using a second order linear theory, it is shown that in the continuous time limit, the co-evolution of these processes can be described in terms of damped and driven harmonic oscillator equations. From the results of a Monte-Carlo simulation, it is shown that for a suitable choice of the parameter (alpha), the two processes can either exhibit sustained oscillatory or damped dynamics. The damped dynamics corresponds to the endemic state. Furthermore, for the case of an endemic state, it is shown that the inclusion of the awareness layer significantly lowers the disease transmission rate and reduces the size of the epidemic. The infection probability of the nodes in the endemic state is found to have a dependence on both the transmission rates and on their absolute degrees in each of the network layers and on the relative differences between their degrees in the respective layers. Published by AIP Publishing.									0	0	0	0	0	0			1054-1500	1089-7682		WOS:000451741200027	30501210	
J	Bin Goh, Wilson Wen; Wong, Limsoon				Wong, Limsoon/E-5033-2010	Wong, Limsoon/0000-0003-1241-5441; Goh, Wilson Wen Bin/0000-0003-3863-7501			Why breast cancer signatures are no better than random signatures explained								DRUG DISCOVERY TODAY				23	11			1818	1823		10.1016/j.drudis.2018.05.036					NOV 2018	2018	Random signature superiority (RSS) occurs when random gene signatures outperform published and/or known signatures. Unlike reproducibility and generalizability issues, RSS is relatively underexplored. Yet, understanding it is imperative for better analytical outcome. In breast cancer, RSS correlates strongly with enrichment for proliferation genes and signature size. Removal of proliferation genes from random signatures reduces the predictive power of random signatures. Almost all genes are correlated to a certain extent with the proliferation signature, making complete elimination of its confounding effects impossible. RSS goes beyond breast cancer, because it also exists in other diseases; it is especially strong in other cancers in a platform-independent manner, and less severe, but present nonetheless, in nonproliferative diseases.									1	0	0	1	0	1			1359-6446	1878-5832		WOS:000452577900004	29864526	
J	Kasatkin, Dmitry V.; Nekorkin, Vladimir I.								The effect of topology on organization of synchronous behavior in dynamical networks with adaptive couplings								EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS				227	10-11			1051	1061		10.1140/epjst/e2018-800077-7					NOV 2018	2018	We study the influence of the initial topology of connections on the organization of synchronous behavior in networks of phase oscillators with adaptive couplings. We found that networks with a random sparse structure of connections predominantly demonstrate the scenario as a result of which chimera states are formed. The formation of chimera states retains the features of the hierarchical organization observed in networks with global connections [D.V. Kasatkin, S. Yanchuk, E. Scholl, V.I. Nekorkin, Phys. Rev. E 96, 062211 (2017)], and also demonstrates a number of new properties due to the presence of a random structure of network topology. In this case, the formation of coherent groups takes a much longer time interval, and the sets of elements that form these groups can be significantly rearranged during the evolution of the network. We also found chimera states, in which along with the coherent and incoherent groups, there are subsets, whose different elements can be synchronized with each other for sufficiently long periods of time.									1	0	0	0	0	1			1951-6355	1951-6401		WOS:000452764600006		
J	Deng, Chao; Song, Jinwei; Sun, Ruizhi; Cai, Saihua; Shi, Yinxue								Gridwave: a grid-based clustering algorithm for market transaction data based on spatial-temporal density-waves and synchronization								MULTIMEDIA TOOLS AND APPLICATIONS				77	22			29623	29637		10.1007/s11042-017-5441-z					NOV 2018	2018	The notion of density has been widely used in many spatial-temporal (ST) clustering methods. This paper proposes the novel notion of an ST density-wave, which is an extension of the notion of density. It also presents a new grid-based ST clustering algorithm called Gridwave based on the notion of ST density-waves and ST synchronization. The proposed algorithm can be used to discover synchronized changes in density among various locations as well as distinguish ST events and noise from market transaction data. Based on the theory of small-world networks, our algorithm can be used to evaluate ST synchronized correlations among regions with respective to the ST density over the whole network. To improve its performance, the proposed algorithm was implemented using parallel computing. To verify its feasibility, a real large-scale market transaction dataset was used to demonstrate the ST synchronized correlations and the final clustering results. Although our algorithm is applied in a domain-specific case, we suggest that the clustering notion and method could be generalized for other domain applications with similar ST data.									3	0	0	0	0	3			1380-7501	1573-7721		WOS:000451780800024		
J	Dai, Meifeng; Zong, Yue; He, Jiaojiao; Sun, Yu; Shen, Chunyu; Su, Weiyi								The trapping problem of the weighted scale-free treelike networks for two kinds of biased walks								CHAOS				28	11					113115	10.1063/1.5045829					NOV 2018	2018	It has been recently reported that trapping problem can characterize various dynamical processes taking place on complex networks. However, most works focused on the case of binary networks, and dynamical processes on weighted networks are poorly understood. In this paper, we study two kinds of biased walks including standard weight-dependent walk and mixed weight-dependent walk on the weighted scale-free treelike networks with a trap at the central node. Mixed weight-dependent walk including non-nearest neighbor jump appears in many real situations, but related studies are much less. By the construction of studied networks in this paper, we determine all the eigenvalues of the fundamental matrix for two kinds of biased walks and show that the largest eigenvalue has an identical dominant scaling as that of the average trapping time (ATT). Thus, we can obtain the leading scaling of ATT by a more convenient method and avoid the tedious calculation. The obtained results show that the weight factor has a significant effect on the ATT, and the smaller the value of the weight factor, the more efficient the trapping process is. Comparing the standard weight-dependent walk with mixed weight-dependent walk, although next-nearest-neighbor jumps have no main effect on the trapping process, they can modify the coefficient of the dominant term for the ATT. Published by AIP Publishing.									0	0	0	0	0	0			1054-1500	1089-7682		WOS:000451741200017	30501217	
J	Giaimo, Stefano; Arranz, Jordi; Traulsen, Arne				Traulsen, Arne/A-4955-2009	Traulsen, Arne/0000-0002-0669-5267			Invasion and effective size of graph-structured populations								PLOS COMPUTATIONAL BIOLOGY				14	11					e1006559	10.1371/journal.pcbi.1006559					NOV 2018	2018	Population structure can strongly affect evolutionary dynamics. The most general way to describe population structures are graphs. An important observable on evolutionary graphs is the probability that a novel mutation spreads through the entire population. But what drives this spread of a mutation towards fixation? Here, we propose a novel way to understand the forces driving fixation by borrowing techniques from evolutionary demography to quantify the invasion fitness and the effective population size for different graphs. Our method is very general and even applies to weighted graphs with node dependent fitness. However, we focus on analytical results for undirected graphs with node independent fitness. The method will allow to conceptually integrate evolutionary graph theory with theoretical genetics of structured populations.									1	0	0	0	0	1			1553-7358			WOS:000451835900028	30419017	
J	Desmarchelier, Benoit; Zhang, Linjia				zhang, linjia/R-1373-2019	zhang, linjia/0000-0002-4675-6511			Innovation networks and cluster dynamics								ANNALS OF REGIONAL SCIENCE				61	3	SI		553	578		10.1007/s00168-018-0882-5					NOV 2018	2018	Contributions in terms of clusters life cycle indicate that intense interactions between a variety of agents within a cluster are essential to its success. Despite being accepted by the literature, to our knowledge, this view has not yet been confirmed by analyses of large temporal networks of interactions within industrial clusters. The paper proposes to fill this gap and to show that network analysis can explain clusters success, failure, and transition from one phase of the life cycle to another. In this perspective, we build and study the innovation networks of three clusters over a 10-year period. We find that clusters' growth is all but smooth and that low assortativity and preferential attachment among agents can constitute safeguards against clusters decline. These observations support contributions advocating for non-deterministic life cycles in which clusters can still grow, even after a period of pronounced decline.									0	0	0	0	0	0			0570-1864	1432-0592		WOS:000452762400007		
J	Maslennikov, Oleg V.; Nekorkin, Vladimir I.				Maslennikov, Oleg/N-3093-2019	Maslennikov, Oleg/0000-0002-8909-321X			Effects of structure-dynamics correlation on hierarchical transitions in heterogeneous oscillatory networks								EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS				227	10-11			1221	1230		10.1140/epjst/e2018-800071-7					NOV 2018	2018	The impact of frequency-degree and amplitude-degree correlation is studied for heterogeneous networks of coupled Stuart-Landau oscillators. It is shown that increasing coupling strength gives rise to hierarchical processes of oscillation quenching. In case of frequency-degree correlated networks, higher-frequency oscillators gradually become almost quenched while low-frequency ones still remain oscillating. In case of amplitude-degree correlated networks, there appear three distinct domains, two contain low-amplitude oscillations with positive and negative means, and the third includes high-amplitude oscillations around the origin.									1	0	0	0	0	1			1951-6355	1951-6401		WOS:000452764600018		
J	Kong, Yunchuan; Yu, Tianwei								A graph-embedded deep feedforward network for disease outcome classification and feature selection using gene expression data								BIOINFORMATICS				34	21			3727	3737		10.1093/bioinformatics/bty429					NOV 1 2018	2018	Motivation: Gene expression data represents a unique challenge in predictive model building, because of the small number of samples (n) compared with the huge amount of features (p). This 'n << p' property has hampered application of deep learning techniques for disease outcome classification. Sparse learning by incorporating external gene network information could be a potential solution to this issue. Still, the problem is very challenging because (i) there are tens of thousands of features and only hundreds of training samples, (ii) the scale-free structure of the gene network is unfriendly to the setup of convolutional neural networks.Results: To address these issues and build a robust classification model, we propose the Graph-Embedded Deep Feedforward Networks (GEDFN), to integrate external relational information of features into the deep neural network architecture. The method is able to achieve sparse connection between network layers to prevent overfitting. To validate the method's capability, we conducted both simulation experiments and real data analysis using a breast invasive carcinoma RNA-seq dataset and a kidney renal clear cell carcinoma RNA-seq dataset from The Cancer Genome Atlas. The resulting high classification accuracy and easily interpretable feature selection results suggest the method is a useful addition to the current graph-guided classification models and feature selection procedures.									4	0	0	3	0	4			1367-4803	1460-2059		WOS:000450038900017	29850911	
J	Kulkarni, Prakash; Uversky, Vladimir N.								Intrinsically Disordered Proteins: The Dark Horse of the Dark Proteome								PROTEOMICS				18	21-22	SI				1800061	10.1002/pmic.201800061					NOV 2018	2018	A good portion of the 'protein universe' embodies the 'dark proteome'. The latter comprises proteins not amenable to experimental structure determination by existing means and inaccessible to homology modeling. Hence, the dark proteome has remained largely unappreciated. Intrinsically disordered proteins (IDPs) that lack rigid 3D structure are a major component of this dark proteome across all three kingdoms of life. Despite lack of structure, IDPs play critical roles in numerous important biological processes. Furthermore, IDPs serve as crucial constituents of proteinaceous membrane-less organelles (PMLOs), where they often serve as drivers and controllers of biological liquid-liquid phase transitions responsible for the PMLO biogenesis. In this perspective, the role of IDPs is discussed in i) the origin of prebiotic life and the evolution of the first independent primordial living unit akin to Tibor Ganti's chemoton, which preceded the Last Universal Common Ancestor (LUCA), ii) role in multicellularity and hence, in major evolutionary transitions, and iii), their role in phenotypic switching, and the emergence of new traits and adaptive opportunities via non-genetic, protein-based mechanisms. The emerging picture suggests that despite being major constituents of the dark matter, IDPs may be the dark horse in the protein universe.									3	0	0	1	0	3			1615-9853	1615-9861		WOS:000450407800007	30218496	
J	Zhang, Chengjun; Liu, Jin; Qu, Yanzhen; Han, Tianqi; Ge, Xujun; Zeng, An								Enhancing the robustness of recommender systems against spammers								PLOS ONE				13	11					e0206458	10.1371/journal.pone.0206458					NOV 1 2018	2018	The accuracy and diversity of recommendation algorithms have always been the research hotspot of recommender systems. A good recommender system should not only have high accuracy and diversity, but also have adequate robustness against spammer attacks. However, the issue of recommendation robustness has received relatively little attention in the literature. In this paper, we systematically study the influences of different spammer behaviors on the recommendation results in various recommendation algorithms. We further propose an improved algorithm by incorporating the inner-similarity of user's purchased items in the classic KNN approach. The new algorithm effectively enhances the robustness against spammer attacks and thus outperforms traditional algorithms in recommendation accuracy and diversity when spammers exist in the online commercial systems.									0	0	0	0	0	0			1932-6203			WOS:000449027600051	30383766	
J	Sabarathinam, S.; Prasad, Awadhesh								Generalized synchronization in a conservative and nearly conservative systems of star network								CHAOS				28	11					113107	10.1063/1.5030730					NOV 2018	2018	We report the coexistence of synchronized and unsynchronized states in a mutually coupled star network of nearly conservative non-identical oscillators. Generalized synchronization is observed between the central oscillator with the peripherals, and phase synchronization is found among the peripherals in weakly dissipative systems. However, the basin size of the synchronization region decreases as dissipation strength is increased. We have demonstrated these phenomena with the help of Duffing and Lorenz84 oscillators with conservative, nearly conservative, and dissipative properties. The observed results are robust against the network size. Published by AIP Publishing.									1	0	0	0	0	1			1054-1500	1089-7682		WOS:000451741200009	30501203	
J	Cho, Myoung Won; Choi, MooYoung					Choi, MooYoung/0000-0001-8070-7716			Modeling of a Neural System Based on Statistical Mechanics								ENTROPY				20	11					848	10.3390/e20110848					NOV 2018	2018	The minimization of a free energy is often regarded as the key principle in understanding how the brain works and how the brain structure forms. In particular, a statistical-mechanics-based neural network model is expected to allow one to interpret many aspects of the neural firing and learning processes in terms of general concepts and mechanisms in statistical physics. Nevertheless, the definition of the free energy in a neural system is usually an intricate problem without an evident solution. After the pioneering work by Hopfield, several statistical-mechanics-based models have suggested a variety of definition of the free energy or the entropy in a neural system. Among those, the Feynman machine, proposed recently, presents the free energy of a neural system defined via the Feynman path integral formulation with the explicit time variable. In this study, we first give a brief review of the previous relevant models, paying attention to the troublesome problems in them, and examine how the Feynman machine overcomes several vulnerable points in previous models and derives the outcome of the firing or the learning rule in a (biological) neural system as the extremum state in the free energy. Specifically, the model reveals that the biological learning mechanism, called spike-timing-dependent plasticity, relates to the free-energy minimization principle. Basically, computing and learning mechanisms in the Feynman machine base on the exact spike timings of neurons, such as those in a biological neural system. We discuss the consequence of the adoption of an explicit time variable in modeling a neural system and the application of the free-energy minimization principle to understanding the phenomena in the brain.									0	0	0	0	0	0			1099-4300			WOS:000451308800040		
J	Berliant, Marcus; Watanabe, Axel H.								A scale-free transportation network explains the city-size distribution								QUANTITATIVE ECONOMICS				9	3			1419	1451		10.3982/QE619					NOV 2018	2018	Zipf's law is one of the best known empirical regularities in urban economics. There is extensive research on the subject, where each city is treated symmetrically in terms of the cost of transactions with other cities. Recent developments in network theory facilitate the examination of an asymmetric transport network. In a scale-free network, the chance of observing extremes in network connections becomes higher than the Gaussian distribution predicts and, therefore, it explains the emergence of large clusters. The city-size distribution shares the same pattern. This paper decodes how accessibility of a city to other cities on the transportation network can boost its local economy and explains the city-size distribution as a result of its underlying transportation network structure. We confirm our model predictions with US and Belgian data. Finally, we discuss the endogenous evolution of transport networks.									1	0	0	0	0	1			1759-7323	1759-7331		WOS:000451420700010		
J	Wang, Hua; Gu, Tao; Jin, Maozhu; Zhao, Rong; Wang, Guanxiang								The complexity measurement and evolution analysis of supply chain network under disruption risks								CHAOS SOLITONS & FRACTALS				116				72	78		10.1016/j.chaos.2018.09.018					NOV 2018	2018	Based on the study of the complexity of supply chain network, this chapter mainly analyzes the complexity of supply chain network structure in the context of disruption risk, and proposes a quantitative measurement method for the complexity of supply chain network based on DSM model. On this basis, this measure method is used to measure the complexity and evolution of ER random networks, small-world networks, and BA scale-free networks. Finally, the internal relationship between the complexity value, network size and connection probability is analyzed, which provides a theoretical basis for the structural design of supply chain network under the disruption risks. (c) 2018 Elsevier Ltd. All rights reserved.									0	0	0	0	0	0			0960-0779	1873-2887		WOS:000451316600009		
J	Nasti, Lucia; Milazzo, Paolo								A Hybrid Automata model of social networking addiction								JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING				100		SI		215	229		10.1016/j.jlamp.2018.07.002					NOV 2018	2018	At the neurological level, the Dopamine System plays a key role in addiction processes. Mathematical models of the Dopamine System have been proposed to study addiction to nicotine, drugs and gambling. In this paper, we propose a Hybrid Automata model of the Dopamine System, based on the mathematical model proposed by Gutkin et al. Our model allows different kinds of addiction causes to be described. In particular, we consider the problem of Internet addiction and its spread through interaction on social networks. This study is undertaken by performing simulations of virtual social networks by varying the network topology and the interaction propensity of users. We show that scale-free networks favour the emergence of addiction phenomena, in particular when users having a high propensity to interaction are present. We propose also variants of our model in which the propensity of a user to interact in a social network may vary over time, either caused by social imitation or by "social sitting". (C) 2018 Elsevier Inc. All rights reserved.									0	0	0	0	0	0			2352-2208			WOS:000444363000012		
J	Fink, Christian G.								Resource Letter PB-1: The Physics of the Brain								AMERICAN JOURNAL OF PHYSICS				86	11			805	817		10.1119/1.5054288					NOV 2018	2018	This Resource Letter provides an overview of the literature relating physicists' past, present, and future contributions to our understanding of the brain. It is intended as a starting point for upper-level physics students and physicists who are interested in learning about and/or investigating the brain. Topics include the biophysics of individual neurons, models of learning and memory, structure and dynamics of brain networks, brain-inspired computing hardware, and the possible role that quantum mechanics may play in brain function. (C) 2018 American Association of Physics Teachers.									0	0	0	0	0	0			0002-9505	1943-2909		WOS:000447735800001		
